,text,intent
36,right that be what he say you have it all right,Non_hope_speech
37,she be not he be,Non_hope_speech
38,the tea sis and that the tea,Non_hope_speech
39,white life matter be consider racist as hell so why be not black life matter racist also,Non_hope_speech
40,the whole thing be joke lol all black life matter and the democrats be laugh at the sucker follow them down the path to socialism crush black life matter all lives matter its political move by the democratic socialist party maga the media be tell and show you what the dem want them to except fox news good job,Non_hope_speech
41,sunshine littlephilly i canat even imagine how your thought process work do you not have the capability to shape your own opinion especially on topic that do in fact hurt homosexual people whether you believe they should be harm or not have nothing to do with it when you publicly state person be wrong for just live their life,Non_hope_speech
42,but sadism be not evil be it unless you be sadistic to unwilling participant alot what consider evil now day depend actually more or less on your perspectiv of what happen if be to hit dog,Non_hope_speech
43,and short short haira,Non_hope_speech
44,no im black and im upset by what ive see it do nobody any good,Non_hope_speech
45,it do not matter what your family do when you want to make career for yourself what matter be what you can or will do you be in no well position then the who come from poor family and also want to be video game developer,Hope_speech
46,all live matter every life fucking matter,Non_hope_speech
47,i think i be watch recent video but this be year ago but here we be again and the same thing be go to happen,Non_hope_speech
48,where have this sheriff be,Non_hope_speech
49,the medium and crooked politician whip this up we have to get rid of the lot of them with the ballot,Non_hope_speech
50,he be do just fine before the police officer keep his knee on his neck for minute and second,Non_hope_speech
51,bernie never live in the hood i would like to see him walk the street,Non_hope_speech
52,black live matter and not all livesnwhat hypocrat,Non_hope_speech
53,the lesbian disagree with homosexuality tho poor thing be prolly insecure abt it,Non_hope_speech
54,police be already kill people,Non_hope_speech
55,no liberal think that lmao,Non_hope_speech
56,grasielle alison ha another mom joke,Non_hope_speech
57,can you guy stop harass that girl for her haircut seriously she doesnat agree with homosexuality but she respect it the least you could do be respect her back,Non_hope_speech
58,jazzfan when i read your comment it sound kind of dumb and racist you act like only white people be slay only black people daily,Non_hope_speech
59,i beg they just put it straight back up,Non_hope_speech
60,agree it be straight up abuse in all format,Non_hope_speech
61,so do sheas clearly groom herself and behave in more masculine manner lol when she say she didnat agree i be like you donata,Non_hope_speech
62,rebekah well its hompohobic comment therefore it suck,Non_hope_speech
63,chloe faye i mean they be there to hear his story,Non_hope_speech
64,certainly herd mentality,Non_hope_speech
65,sasha dumse god accept everyone,Hope_speech
66,i would have ask him if hea watch abut iam cheerleadera,Non_hope_speech
67,i feel so base for that guy they treat him as if he wasnat human just because of who he love dy,Hope_speech
68,american life matter,Non_hope_speech
69,stage set up for the come race war still hilarious though dps,Non_hope_speech
70,the interviewer be hot,Non_hope_speech
71,i be so glad that you make your toy i would not have extend my love for science i feel like i do not fit in at school sometimes,Hope_speech
72,how can all life matter if black life arenat,Non_hope_speech
73,you be so right and white be color,Non_hope_speech
74,i be so proud for her,Hope_speech
75,we be ready meaning black people be ready for anything,Non_hope_speech
76,what exactly do you want,Non_hope_speech
77,she save live with her music,Hope_speech
78,that would be uhh pure mean yes,Non_hope_speech
79,walker rly sorry for be so mean,Non_hope_speech
80,santiago cr but she can move her mouth,Non_hope_speech
81,evil i donat think so what crazy statement to say about her,Non_hope_speech
82,all live should matternbut black life do not seem to matternthat why there be black lives matter movement nunderstande,Non_hope_speech
83,because that be therapy must know the truth have,Non_hope_speech
84,house,Non_hope_speech
85,i be glad madonna know there be market for originality brilliance beyond american border globally they consider her legend who once again shake it up and reinvent herself beautiful girl,Non_hope_speech
86,these kid be amazing,Non_hope_speech
87,i couldnat tell if it be boy or girl,Non_hope_speech
88,all human matter what with labeling color dog matter cat matter bee matter tree matter americans matter,Hope_speech
89,clearly you have no idea who be on the side of status quo,Non_hope_speech
90,the return of the zulus,Non_hope_speech
91,now let us mention the black name that fall victims in the hand of protester the black owners protect their business who be go to protest for them blm only care when white cop be involve but turn the blind eye when they be the one responsible facts,Non_hope_speech
92,yes all live matter its simple to understand its not only that if the political party have common interest in their own country,Non_hope_speech
93,human shut eup,Non_hope_speech
94,bts kim namjoon china be try to pass national anthem bill which criminalise people who make fun of it it also mandate that the chinese anthem be teach in school this stifle their freedom,Non_hope_speech
95,talk about white privillege while black people get love from everybody while white people get boo,Non_hope_speech
96,i donat even get why white even support blm they ainat even black,Non_hope_speech
97,the thing that she have do be magnificent she have personally flewn to mexico to buy her friend some medicine for aidsthis be not your everyday type of woman she so intelligent too i donat think shea appreciate enough,Hope_speech
98,that little girl be wake,Non_hope_speech
99,the majority of racists in this country are black empower by racial leave democrats,Non_hope_speech
100,fblm tag the bathroom walls around the world,Non_hope_speech
101,only race the human race,Hope_speech
102,there be no such thing as god,Non_hope_speech
103,but many news medium outlet would paint you as the villain,Non_hope_speech
104,i do not see what the big fuss be just add the modifi also to your slogan black lives also matter if that be not your intent,Non_hope_speech
105,could have get some good scrap metal money out of that,Non_hope_speech
106,all live matter and to say they donat be real racism,Non_hope_speech
107,exactly they be not fight for equality,Non_hope_speech
108,juan williams should be eject into space,Non_hope_speech
109,when read peaceful spat my coffee out lol,Non_hope_speech
110,sheriff david clarke be the embodiment of what i consider to be true man he have my respect,Non_hope_speech
111,that be wat they want,Non_hope_speech
112,david clark be the absolute worst thank you for leave milwaukee,Non_hope_speech
113,against ya that be fair and balanced lol hannity i can not take seriously his show be well than snl it be clown show,Non_hope_speech
114,if they have black who can speak chinese,Non_hope_speech
115,all live matter period nuff say peace,Non_hope_speech
116,srbin dps why do not you stick to european afairs and do not worry about what i like and dislike last time i check in be caucasians from europe that bring many people from africa we do not ask to come here why do not you go to mexico,Non_hope_speech
117,ugh god how i hate that girl cause of everything she say ai do not agree with homosexualitya what be go on with her mind,Non_hope_speech
118,right she try to hide it,Non_hope_speech
119,my mom teach high school physics,Hope_speech
120,himmelright but madonna want to be young she remind me of meryl streep in the movie death become her,Non_hope_speech
121,the bible do not condemn all judge john,Non_hope_speech
122,people need to blame themselves for their own selfish bad behaviour,Hope_speech
123,this comment should have more like,Non_hope_speech
124,but trump have help black people so much,Non_hope_speech
125,only juan do not make sense here the reason be that he and most leftist be ideologically possess it do not matter how illogical or awkward their position may be,Non_hope_speech
126,no he can not,Non_hope_speech
127,threatend by who exactlythe black community suffer from mostly black on black crime yet there be no riot about that,Non_hope_speech
128,woman who dress with man clothe and do not agree with homosexuality ok that coherent lol,Non_hope_speech
129,davisnmy book i have several what do you mean,Non_hope_speech
130,eris bell be tall wasnat choice,Non_hope_speech
131,bernie fan here god i be so disappointed in his response i swear i fuck in hate the black life matter movement,Non_hope_speech
132,why do she sound so tired and frail and weak nowwaday i know she be old and be likely tired with raise all those kid,Non_hope_speech
133,sheeple yes you be,Non_hope_speech
134,perhaps the star of david or merkabah,Non_hope_speech
135,he just hero that inspirational,Non_hope_speech
136,the person in the burgundy do not agree with homosexuality but look the gay lmao not to be rude,Non_hope_speech
137,any group that reinforce who you must be who be deserve such devotion madonna be really wonderful woman to some people,Hope_speech
138,he be the man,Non_hope_speech
139,shameful behaviour the police should have act oh wait,Non_hope_speech
140,sheriff and larry black on the outside white on the inside sheriff and larry bend over for trump,Non_hope_speech
141,i can see the reasoning for why it may be inconsiderate to say aall live mattera with whatas happen and everything surround that,Non_hope_speech
142,guy be yell that annie be probably lesbian nni swear for sec it think she be boydpsdpsdps,Non_hope_speech
143,mess well always save the day,Non_hope_speech
144,this make me cry so many thing in contemporary christian culture be such horrid distortion of what christianity be mean to be what that boy say about choose to love thatas what christianity be about,Hope_speech
145,it be go full circle like an ouroboros for these sjw,Non_hope_speech
146,that sheriff for president,Non_hope_speech
147,i just waste min watch people discuss which live matter and how to say it itas just distraction from the reality that anti black racism be not common place in america why should i take anyone who canat see past that seriously,Non_hope_speech
148,heall yes whoop whoop,Non_hope_speech
149,should have break and destroy the statue before throw it down the river,Non_hope_speech
150,so pull statue out be go to re write the past be it mindless fool it would be different if there still be slavery in bristol but the present have move on from the past and these moronic individual need to also,Non_hope_speech
151,democrats horre for vote that be the truth right in your face,Non_hope_speech
152,i have never understand homophobe like itas just hatred not justify by an old book that you worship and interpret literally itas gross,Non_hope_speech
153,capitalism be the idea of create product that solve problem you can not solve that problem if you do not create decipherable marketable label for the consumer who have that problem it totally see colour and race,Non_hope_speech
154,have you ever meet anyone who be lgbtnme,Non_hope_speech
155,do black life in the womb matter,Non_hope_speech
156,this simple man panel could get together with donald trump and completely solve this age old problem at hand they all have experience,Non_hope_speech
157,nothing else matter metallica,Non_hope_speech
158,senator sanders be for socialism let 's suspend his us citizenship,Non_hope_speech
159,take knee be pretty appropriate come from democrats and sjw npandering and placate without question the motive and agenda from blm be dangerousnthere be nothing more dangerous than sincere ignorance and conscientious stupidityn martin luther king jr,Non_hope_speech
160,jason so who do you think the democrats be,Non_hope_speech
161,when woman be fight for their right there be man scream,Non_hope_speech
162,itas like martin luther king junior fight for his poeple and even he die becuse they didint want him and know this world be change and we pray for all poeple and black poeple and white poeple to be more nice,Non_hope_speech
163,i be so glad that clark be no longer in power of anything,Non_hope_speech
164,all life do matter and we can do much well job of display this and encourage another to know our worth nlet us continue to fight to end human trafficking and support everya survivor nto support my fundraising effort with the araminta race against traffick,Non_hope_speech
165,because they recieve trauma that lead to mental illness and have high suicide rate,Non_hope_speech
166,do mahomet own slave if so the reading of koran should be forbiddennwhat about krishna and rama they be ruler when slavery be rampant,Non_hope_speech
167,i hope satan come to earth to kill everyone,Non_hope_speech
168,so all life donat matter just black life yea that make lot of sense,Non_hope_speech
169,they want to make africa out of america,Non_hope_speech
170,bbc censored if you support blm youare just support democracy all life matter,Non_hope_speech
171,say cheese do not make hasty conclusion you do not know me well in order to make such statement they protect their right how,Non_hope_speech
172,you be still young maybe you can try,Hope_speech
173,your local hufflepuff imagine thinking someonea sexual orientation base on what they wear,Non_hope_speech
174,max obrian i canat seem to find where anyone ask for your opinion,Non_hope_speech
175,they stand by and watch and their mayor be pleased with them,Non_hope_speech
176,awesome not only that you have create engineer,Hope_speech
177,have never hear more perfect answer to the question than that sheriff well say sir and thank you for your service,Non_hope_speech
178,people be gettin mad because statue of slave trader be take down realracist,Non_hope_speech
179,kay thatvright white live matter cop matter,Non_hope_speech
180,thank you someone have to say it,Non_hope_speech
181,paul i do not think you actually read my statement i do not say you should now change the slogan from blm to alm it be mildly annoying to say the least,Non_hope_speech
182,i never understand racism i grow up think whatas the problem with with different colored human theyare literally the same but different colorsnto this day i still donat know why people think race of human be well than another race when theyare exactly specie,Hope_speech
183,white life do not matter than black life do not matter either understand you either be racist or you be not own it,Non_hope_speech
184,the bible be book write by man,Non_hope_speech
185,we all bleed the same,Hope_speech
186,she be wear the monogram of catherine the great with ii through it with crown above,Non_hope_speech
187,i be go to tell you this most be,Non_hope_speech
188,bruh these lgbt people get to chill with this little girl,Non_hope_speech
189,injustice anywhere be threat to justice everywherenblm when people mention chineese slavesn,Non_hope_speech
190,athat would be just pure meana aw love this kiddo she make my day,Non_hope_speech
191,david clarke need to get into politic this be turn into the brexit debate if you disagree with me you do not understand sophisticated politic,Non_hope_speech
192,his barber be tay keith,Non_hope_speech
193,fauna leftists have already remove history teach from school and replace it with their agenda drive pathology i be th grader who see be it first hand,Non_hope_speech
194,do you know how many time in history these description have happen do you think this be bad than the holocaust the bible give guidance that we will not know the day and hour but the end will come like thief in the night do not quote scripture to predict when you think the world will end just ask hal lindsey people have be predict the end with scripture for the last year,Non_hope_speech
195,skinny dicc boo at aall live mattera and awhite life mattera but say yaall want equality doesnat make sense,Non_hope_speech
196,ai donat agree with home sexual alitya,Non_hope_speech
197,arreola exactly,Non_hope_speech
198,do she need to repeat it what do not you understand,Non_hope_speech
199,kg dave chappell story of fame,Non_hope_speech
200,good luck inshallah it will be very rewarding journey,Non_hope_speech
201,i agree that there be some bad cop yes i will admit it but most be good i agree george should not have be kill but it seem the cop just over estimate his strength,Hope_speech
202,her physical exterior appear that way to my judgement i know that alone be not sufficient,Non_hope_speech
203,why be these people even here,Non_hope_speech
204,thank debbie for be an inspiration,Non_hope_speech
205,so censor so if you even hint of ppl from the middle east that own this channel get censor,Non_hope_speech
206,how bout we stop say black life matter or all life matter let us just all agree lives matter idc if you frog human purple dude in banana costume,Non_hope_speech
207,slima do ya know these involuntary slave,Non_hope_speech
208,what do the amarican people mi in their head that when an important problem like black life matter be speak about they change it into all life matter and than they do not realise how big of an insult that be for the black people and their problem of the last year for the next year it be the black people who have the saying in the world that just fair and i be white male,Non_hope_speech
209,love the police man too good too honest,Non_hope_speech
210,be you black no do you know how we feel no get grip brainless ashly,Non_hope_speech
211,some me to,Non_hope_speech
212,blm we never say only blm yaall twist af,Non_hope_speech
213,it be choice just admit it i hope you have realize how dumb what you just say really be,Non_hope_speech
214,she be forever do what keep her in the public eye,Non_hope_speech
215,matthew jesus be real know him he bring me back from deaf,Non_hope_speech
216,how be you now,Non_hope_speech
217,owen eiffel do you watch the video,Non_hope_speech
218,david mcdonial that shame they way you react tell me other wise but ur not the only person in the world who lie to themselfs its common i forgive you,Non_hope_speech
219,nespecially when they be actually do those thing,Non_hope_speech
220,the sheriff speak the truth,Non_hope_speech
221,kid in the closet play hide go seek and then be come out of it how the world should be,Non_hope_speech
222,we never say all life do not matter we be say all life matter but ours the country be found on pure racism and power so what we should turn the other check and do not come with that what about black on black crime bs because i have never take the live of black man or any man for that matter most white live their life in bubble completely numb to want go outside of your own white skin,Non_hope_speech
223,walker what do jesus say about homosexuality,Non_hope_speech
224,oh just shut up all live will matter when black live will matter,Non_hope_speech
225,white people be not die bc of police brutality and racial profiling,Non_hope_speech
226,tvblogspot that be their secret i can neither confirm or deny but what i can say be with eternal long life come many heart break sufferingnnproof,Non_hope_speech
227,i be cross my finger that they all wake up tomorrow with bit of cough,Non_hope_speech
228,say black life matter be racist,Non_hope_speech
229,i spend half the video try to figure out how this man be conversion therapist in any way and then i read the title again,Non_hope_speech
230,you have encourage me thank you for share,Hope_speech
231,busterud as long as this nation remain godless,Non_hope_speech
232,actually i think he she mean or vs be,Non_hope_speech
233,my gaydar go off as soon as she come on screen,Non_hope_speech
234,thats my word rabble rouser,Non_hope_speech
235,i wish that all of them know that there name be say every single day nnjusticeforgeorgefloyd,Non_hope_speech
236,agree what people feel you need husband and wife in love to raise child or child,Non_hope_speech
237,many be agrresive,Non_hope_speech
238,athat would be just pure meana,Non_hope_speech
239,because it wash good thing,Non_hope_speech
240,and now you have aids,Non_hope_speech
241,taylor when do i ever reply to someone not do that,Non_hope_speech
242,can i have an african race base scholarship then if african americans have be so repressed if they can not say all life matter they be plan genocide again,Non_hope_speech
243,be not we all human why do you divide people into race eugenic,Non_hope_speech
244,asian american have the high median household income so no,Non_hope_speech
245,america be slowly turn in to idiocracy lol,Non_hope_speech
246,my first thought be annie be weird name for boy because seriously think that be boy,Non_hope_speech
247,marquez shoulder this be the weak point i have ever see also you just present what kind of level and person you be,Non_hope_speech
248,actually there have be very few case of it work,Non_hope_speech
249,we should not have statue of racist in our country,Non_hope_speech
250,top check out owen benjamin the earth can be discuss bitnot homosexuality or abortion do not jesus walk through wall,Non_hope_speech
251,now it be time to focus on,Non_hope_speech
252,all live matter im from the seychelles we have different type of people,Hope_speech
253,dem do not listen or be not smart enough to undrtstand truth,Non_hope_speech
254,can make machine that cook delicious food so do not have to,Non_hope_speech
255,defend the police they defend all life,Non_hope_speech
256,love sheriff clark,Non_hope_speech
257,gross you realize that simply not like someone for their personality vs not like someone for something like race,Non_hope_speech
258,lilathe real thatas underrated,Non_hope_speech
259,the thing be weare not go to get anywhere say black live matter,Non_hope_speech
260,great german singer write song about that check it out on youtube black life matter amadeu,Non_hope_speech
261,unfortunately life do not matter anymore,Non_hope_speech
262,please read through my comment i have say numerous time that we be not under the law of moses,Non_hope_speech
263,jessica walker so then god be shallow i mean i donat wanna offend you or anything but just because god say it doesnat mean itas okay,Non_hope_speech
264,sam garcia go look up what be go on in uber and then come back to me,Non_hope_speech
265,sapphic keira same,Non_hope_speech
266,cop here in canada do not attack balck people but in the past they attack gay,Non_hope_speech
267,guy ritchie say she be drama queen go figure haha,Non_hope_speech
268,itas not about the hair lol,Non_hope_speech
269,mia lea kahn oh so you want every human being to support you guy wow no wonder yaall ban,Non_hope_speech
270,do the short haired lesbian just say ai donat agree with like homosexualitya i be shake,Non_hope_speech
271,some screaming,Non_hope_speech
272,and our future rest on these kid lid have mercy,Non_hope_speech
273,pray for what,Non_hope_speech
274,be that so england aid in the biafra war in the and help in the genocide of the igbo people to protect their oil investment in nigeria what about that stay out of africa,Non_hope_speech
275,all live matter be never question that be why it be annoying black community feel that their life do not matter that be why it be create so respond with black life with all life matter be imply that you do not stand with the black community,Non_hope_speech
276,i agree that it be probably hard for them but,Non_hope_speech
277,eternal lifea matter,Non_hope_speech
278,ps there be well rubttle apon response of the final,Non_hope_speech
279,i can not believe what be see the police run away and get beat with stick and bottle what joke this be embarrassing and this have do no good for black people it have damage there reputation this have make them look violent and aggressive and now even more people will be racist towards them and also will dislike them as they have also cause nd wave of coronavirus which business and love one can not meet up now till all because of the protest,Non_hope_speech
280,qwerty it be truenevil main stream medium will be judge by god and so will the hatred of blm and antifa,Non_hope_speech
281,akinadownhillace salary of nurses,Non_hope_speech
282,do not worry i be christian and i be both tran and bisexual so yeah that be thing like god say man shall not lay with man but that be mistranslate its actually man shall not lay with boy mean pedophilia so homosexuality be not in the bible and religion should not stop people from love who they love yk,Hope_speech
283,bennett and white woman,Non_hope_speech
284,anyone that vote democrat that person be person that want genocide of the black american people,Non_hope_speech
285,when the debate be lose slander become the tool of the loser just know you expose this for the world to see i be out,Non_hope_speech
286,this be so inspiring to me nowadays many people doubt about woman become engineer but iam sure next generation be go to make change iam from argentina and next year iall finish high school and i will study environmental engineering,Hope_speech
287,also your research source be invalid,Non_hope_speech
288,if i ever have daughter i will buy them your toy,Non_hope_speech
289,he be get his uniform square away,Non_hope_speech
290,you be sheep,Non_hope_speech
291,annie seem like she be bi lesbian pan to me for some reason,Non_hope_speech
292,shea probably closet and her say she go to church be big giveaway her parent probably watch and she didnat want to say it,Non_hope_speech
293,omg i love the sheriff and eld juan use to be good but he be become an,Non_hope_speech
294,the council do not fail to at the council love slave trader,Non_hope_speech
295,around the world show amsterdam,Non_hope_speech
296,berg no that would not work,Non_hope_speech
297,yes let us not have statue of well know racist like hitler on the street,Non_hope_speech
298,faizal alladina to ne honest know of her session musician in the state and he say she would regularly turn up with surgery tape etc etc at rehearsal actually have botox specialist visit the recording studio their you have it,Non_hope_speech
299,the bible be badly translate now it be,Non_hope_speech
300,blm be black supremacy movement and officialy awesome,Non_hope_speech
301,really she the most famous female artist and big selling in music history she be sincere and sweet and genuine here stay bitter,Non_hope_speech
302,sigh so you be the problem then,Non_hope_speech
303,agartha lartey what,Non_hope_speech
304,tell me why you do not hear people chant all life matter when it come to blue life matter i will tell you why,Non_hope_speech
305,my mom side of the family be strongly inclined towards number i get the bug for it too but i turn to humanity out of pettiness i feel like go back to school though,Non_hope_speech
306,we be all make in godas image all live matter,Hope_speech
307,kennedy mensah alm be anti blm because blm be hate movement lead by self admit marxist activist,Non_hope_speech
308,who be she,Non_hope_speech
309,tops nobel peace prize nbut once again do not take god love and return hate or madonna because you will end up push and live the dnc the party of death line where they herd the masse and make them unstable sinner to exploit nyoutube channel franciscanfriar nntrump be not like but it be sin to vote dnc and cardinal have million pray the rosary for hilliary defeat nnmadonna recently look different swear and act like revolutionary how be her family and husband anyone know jesus christ or madonna choose can not have both sodomite,Non_hope_speech
310,she so brave their be those who judge the less fortunate,Non_hope_speech
311,i will tell my child story about this year,Non_hope_speech
312,someone do not watch the video,Non_hope_speech
313,how well they take this,Non_hope_speech
314,ainjustice anywhere be threat to justice everywherea martin luther king jr,Hope_speech
315,parsons be that your nickname,Non_hope_speech
316,be lose we didnt choose to be black we just got lucky,Non_hope_speech
317,i do not agree with homosexual ality lol the fuq try to say,Non_hope_speech
318,lol poor girl be get judge on her look leave and right,Non_hope_speech
319,may i ask why,Non_hope_speech
320,what do the important comment say,Non_hope_speech
321,your nut what planet do you live on clearly you be clueless about her,Non_hope_speech
322,for once juan be not the bad,Non_hope_speech
323,i want to be engineer that have to do with tech that be my dream job i be only that be the job i be hope to work hard for still get couple year until i go to college but yeah any suggestion,Non_hope_speech
324,this be ridiculous no can have an open and free debate and discussion to say all life matter be perfectly reasonable yet be meet with derision all white politician be in fear and terror,Non_hope_speech
325,look it up the cop lose their job he die exactly how george floyd do down to the tee,Non_hope_speech
326,nobody say white lie do not matter but black ppl be be kill by the police not white,Non_hope_speech
327,i just hear insecurity be voice not single legit complain in this video man deal with the same stuff,Non_hope_speech
328,worenwu all life mean we be all equal,Hope_speech
329,ancient soul oh lord i do not think you will ever understand there be specific context in which the black live matter movement arise because black people be be kill and there be multiple incident of the same type of thing what exactly be the context for the all life matter movement and focus on the whole world it be only create as combatant otherwise it would not even exist no be blame white people we be say stop kill black people unjustly that be it obviously there be other problem go probably more important one too but be people not allow to stand up for themselves without be attack would you not like to be able to stand up for yourself without be oppose that be all this be about but sadly i do not think you will be able to understand no matter which way i put it,Hope_speech
330,not be black popper be not in uk,Non_hope_speech
331,can not argue with that,Non_hope_speech
332,anarchy in the uk,Non_hope_speech
333,it be because if black life can not matter then all life do not matter that be why,Non_hope_speech
334,change for what bombing yugoslavia and sign doma lol,Non_hope_speech
335,because it take second to find out that this be another pointless feminist aggression video without real content,Non_hope_speech
336,topp and all orc should have be remove year ago and the population have now be remind of that fact,Non_hope_speech
337,yo iam and i be confusion what i be,Non_hope_speech
338,hong kong protest be not corporate sponsor so the npc do not care,Non_hope_speech
339,kitty you fail to recognize that alm be relate to politic it be politicise,Non_hope_speech
340,he do not set anyone back,Non_hope_speech
341,vision oh honey no no no it have everything to do with it,Non_hope_speech
342,cute butch girl in maroon your body language be tell story,Non_hope_speech
343,people have say statue of george should come down,Non_hope_speech
344,shea no he be no kill because of his complexion you be wrong here my dear he do crime and be catch yes he be be handle incorrectly but it have nothing to do with his complexion please correct your understanding he be criminal,Non_hope_speech
345,chaos chaos itas great for rating right news media what disaster,Non_hope_speech
346,i canat believe this be something we have to ask ourselves in the first place,Non_hope_speech
347,baby in the womb donat matter just like god donat matter when they take god out of everything,Non_hope_speech
348,almosthumanjessi make sense i wasnat that smart when i post that,Non_hope_speech
349,not allow people send their own message unless they agree with you nope,Non_hope_speech
350,itas all just absolute riot heavy handed craziness this man also in the majority of his time give lot of money to the city include building school and hospital for bristol tear down the statue be not go to change the fact that city be well that he be there than not at all,Non_hope_speech
351,jasper nova ncongratulations,Non_hope_speech
352,show dareal stuff funk dat,Non_hope_speech
353,reality macky,Non_hope_speech
354,currently in my th year,Non_hope_speech
355,kratt kinda be not be it mario da,Non_hope_speech
356,actually if you look at pic of her from early and now,Non_hope_speech
357,why i menat that love be love and if you donat believe that then go away we donat take hate here,Non_hope_speech
358,let 's hope they all die,Non_hope_speech
359,whatever may say about madonna these day,Non_hope_speech
360,why be it that the hundred of thousand of black infant whose life be terminate thru abortion be not important why again,Non_hope_speech
361,you fucking comunist comevsay it in my face,Non_hope_speech
362,why be we still talk about race issue itas suppose to be white life matter,Non_hope_speech
363,the home secretary be stupid coolie,Non_hope_speech
364,wait really,Non_hope_speech
365,lol demonstrate how disgraceful the uk govt be look real good defend slave trader,Non_hope_speech
366,romeo alfa yep but he have major connection to bristol and he be infinitely worthy,Non_hope_speech
367,sponse by george soros be behind all this,Non_hope_speech
368,scumbag lifestyle the way in which person or group live,Non_hope_speech
369,the,Non_hope_speech
370,i be wait for the other minority group to demand their day of extra equality hispanic,Non_hope_speech
371,mcfondle false madonna be not superstar or any kind of star for that matter and above no madonna be human an elderly human at that,Non_hope_speech
372,bjgvideos right like shea probably the old in the video and everyone else except her be so accepting when someoneas ignorant theyare ignorant and thatas that,Non_hope_speech
373,thank you and i think its only in america,Non_hope_speech
374,plantation politic excellent term rightly so leftist pandering for vote that will not come trump,Non_hope_speech
375,so cop be justify kill him steve use your brain man,Non_hope_speech
376,fox called scrappy tail how you get here genesis,Non_hope_speech
377,walkway overpass bridge in miami be build by female engineer with no arch,Hope_speech
378,what do they think hit kid with bible will do,Non_hope_speech
379,all live matter stop stealing and looting and the po po will leave you be be you crazy,Non_hope_speech
380,blm do not care about black people unless it advance their marxist political agenda,Non_hope_speech
381,chlopakzpolski yes it be incorrect,Non_hope_speech
382,god i have so much respect for that sherrif,Non_hope_speech
383,she be the devil give me break wake up she be not your savior only be our savior jesus christ king of king not this demonic dirt bag,Non_hope_speech
384,i will tell you why all live matter be not accept its insult the fight of black life matters but what all life matters be say be that we feel that all life do matter emphatically,Non_hope_speech
385,first of all black people be minority second of all we be protest for black life because their the one that need help the most rn when innocent spanish people be die be go to protest but rn its for black people,Non_hope_speech
386,all live matter and at the same time criminal should be deal with as per the law,Hope_speech
387,littlemermaid go for it show us how it be do your way,Hope_speech
388,this poor man,Non_hope_speech
389,patriot agree with you good job,Non_hope_speech
390,rob we have scientific proof that the universe be create through natural chemical reaction we have proof for everything you have proof for nothing god isnat real,Non_hope_speech
391,racist idiotsnnall live matter here in the united states you total idiot,Non_hope_speech
